id;dfPerfil;knnPerfil;avg_Nota1;avg_Nota2
id0014832;Conservador;Agressivo;43.77;34.18
id0014875;Conservador;Agressivo;62.28;42.63
id0014919;Conservador;Conservador;53.82;
id0014929;Conservador;Conservador;49.33;
id0014934;Conservador;Moderado;47.97;
id0014966;Conservador;Agressivo;49.11;
id0015022;Conservador;Moderado;33.85;49.75
id0015086;Conservador;Agressivo;39.78;
id0015118;Conservador;Conservador;41.09;33.38
id0015136;Conservador;Agressivo;59.8;
id0015151;Conservador;Conservador;66.12;59.15
id0015156;Conservador;Conservador;40.86;
id0015178;Conservador;Conservador;31.6;73.11
id0015183;Conservador;Moderado;36.52;35.21
id0015191;Conservador;Conservador;40.38;69.95
id0015213;Conservador;Moderado;22.63;
id0015215;Conservador;Moderado;46.96;
id0015236;Conservador;Conservador;62.27;
id0015237;Conservador;Conservador;60.65;
id0015241;Conservador;Conservador;50.54;54.92
id0015265;Conservador;Agressivo;39.92;
id0015278;Conservador;Conservador;70.14;61.18
id0015329;Conservador;Moderado;43.58;75.72
id0015387;Conservador;Conservador;33.06;
id0015412;Conservador;Moderado;23.76;
id0015426;Conservador;Agressivo;34.6;55.57
id0015430;Conservador;Moderado;30.63;61.48
id0015487;Conservador;Agressivo;54.91;
id0015494;Conservador;Conservador;47.85;
id0015513;Conservador;Agressivo;47.48;21.54
id0015533;Conservador;Agressivo;37.49;62.34
id0015568;Conservador;Conservador;40.11;
id0015589;Conservador;Conservador;59.24;
id0015618;Conservador;Moderado;66.46;64.69
id0015642;Conservador;Moderado;71.65;41.83
id0015663;Conservador;Moderado;58.62;63.44
id0015674;Conservador;Agressivo;39.49;
id0015721;Conservador;Agressivo;59.1;
id0015724;Conservador;Conservador;55.39;71.25
id0015745;Conservador;Conservador;56.77;
id0015754;Conservador;Moderado;13.33;72.0
id0015772;Conservador;Conservador;65.58;
id0015798;Conservador;Conservador;51.01;
id0015801;Conservador;Moderado;39.98;35.35
id0015810;Conservador;Conservador;21.41;61.92
id0015812;Conservador;Conservador;54.9;
id0015844;Conservador;Conservador;47.11;37.58
id0015854;Conservador;Moderado;46.61;37.59
id0015859;Conservador;Conservador;45.85;
id0015864;Conservador;Agressivo;48.35;52.84
id0015901;Conservador;Conservador;68.93;
id0015916;Conservador;Moderado;50.88;
id0015941;Conservador;Agressivo;34.57;58.61
id0015969;Conservador;Conservador;56.16;
id0016092;Conservador;Agressivo;46.25;
id0016134;Conservador;Conservador;44.64;
id0016169;Conservador;Moderado;50.24;
id0016224;Conservador;Moderado;49.07;40.42
id0016234;Conservador;Agressivo;60.58;73.89
id0016240;Conservador;Moderado;74.68;
id0016380;Conservador;Conservador;60.05;64.0
id0016425;Conservador;Moderado;41.85;
id0016452;Conservador;Conservador;25.7;
id0016467;Conservador;Conservador;54.24;
id0016499;Conservador;Agressivo;69.53;54.33
id0016505;Conservador;Moderado;57.72;60.75
id0016538;Conservador;Conservador;68.31;63.44
id0016551;Conservador;Moderado;63.75;52.58
id0016555;Conservador;Conservador;36.63;67.92
id0016568;Conservador;Moderado;72.84;43.63
id0016608;Conservador;Agressivo;37.87;51.0
id0016620;Conservador;Moderado;49.93;49.28
id0016656;Conservador;Agressivo;45.78;57.86
id0016659;Conservador;Agressivo;48.2;
id0016660;Conservador;Agressivo;30.79;
id0016664;Conservador;Conservador;47.74;47.8
id0016672;Conservador;Agressivo;53.3;
id0016842;Conservador;Agressivo;50.6;67.26
id0016848;Conservador;Conservador;39.32;40.34
id0016883;Conservador;Moderado;63.61;
id0016891;Conservador;Agressivo;61.67;39.9
id0016981;Conservador;Agressivo;51.03;46.8
id0016985;Conservador;Agressivo;62.5;31.49
id0016994;Conservador;Conservador;69.57;
id0016998;Conservador;Agressivo;43.87;49.51
id0017040;Conservador;Moderado;41.11;
id0017113;Conservador;Moderado;49.41;
id0017117;Conservador;Moderado;41.48;62.57
id0017138;Conservador;Moderado;45.95;
id0017146;Conservador;Moderado;40.93;41.53
id0017160;Conservador;Moderado;55.51;
id0017167;Conservador;Moderado;34.29;56.89
id0017172;Conservador;Moderado;64.6;47.51
id0017209;Conservador;Conservador;60.46;21.61
id0017224;Conservador;Conservador;63.96;65.55
id0017245;Conservador;Conservador;52.39;57.16
id0017304;Conservador;Conservador;69.33;
id0017348;Conservador;Conservador;51.0;
id0017361;Conservador;Conservador;46.23;
id0017366;Conservador;Moderado;51.81;40.41
id0017371;Conservador;Conservador;46.2;
id0017461;Conservador;Agressivo;72.35;44.81
id0017498;Conservador;Moderado;43.59;60.59
id0017502;Conservador;Conservador;55.58;42.91
id0017541;Conservador;Conservador;61.22;
id0017545;Conservador;Conservador;53.07;21.9
id0017553;Conservador;Conservador;60.87;
id0017576;Conservador;Conservador;42.86;
id0017599;Conservador;Conservador;39.48;10.68
id0017653;Conservador;Conservador;45.72;
id0017681;Conservador;Agressivo;30.23;54.59
id0017687;Conservador;Agressivo;49.48;29.17
id0017703;Conservador;Conservador;53.48;
id0017726;Conservador;Conservador;57.76;
id0017737;Conservador;Moderado;57.69;52.53
id0017745;Conservador;Moderado;49.41;
id0017785;Conservador;Conservador;42.01;
id0017793;Conservador;Conservador;43.9;
id0017886;Conservador;Conservador;58.85;
id0017898;Conservador;Moderado;44.67;
id0017932;Conservador;Conservador;53.6;
id0017942;Conservador;Agressivo;59.12;
id0017952;Conservador;Moderado;42.99;40.17
id0017972;Conservador;Moderado;78.97;66.36
id0017975;Conservador;Conservador;52.83;43.38
id0017998;Conservador;Agressivo;28.98;
id0018029;Conservador;Agressivo;52.94;32.7
id0018096;Conservador;Moderado;39.62;48.52
id0018118;Conservador;Conservador;46.65;
id0018164;Conservador;Moderado;51.93;52.61
id0018194;Conservador;Conservador;54.5;
id0018199;Conservador;Moderado;55.87;48.83
id0018222;Conservador;Moderado;48.15;73.25
id0018239;Conservador;Moderado;18.94;64.2
id0018263;Conservador;Agressivo;44.11;60.65
id0018346;Conservador;Conservador;59.59;55.31
id0018368;Conservador;Moderado;53.45;51.71
id0018385;Conservador;Moderado;50.04;50.77
id0018469;Conservador;Agressivo;64.75;24.82
id0018471;Conservador;Moderado;55.82;
id0018484;Conservador;Agressivo;63.12;53.64
id0018501;Conservador;Agressivo;61.02;39.13
id0018508;Conservador;Conservador;39.49;48.27
id0018522;Conservador;Agressivo;11.08;
id0018547;Conservador;Conservador;57.39;60.73
id0018555;Conservador;Moderado;54.53;60.72
id0018582;Conservador;Moderado;19.11;63.15
id0018653;Conservador;Conservador;71.58;40.9
id0018692;Conservador;Agressivo;55.98;38.7
id0018815;Conservador;Agressivo;51.99;
id0018816;Conservador;Conservador;49.96;
id0018851;Conservador;Agressivo;57.63;53.46
id0018889;Conservador;Conservador;47.68;
id0018890;Conservador;Moderado;57.17;71.72
id0018909;Conservador;Agressivo;44.31;51.53
id0018920;Conservador;Conservador;42.7;
id0018933;Conservador;Agressivo;68.64;44.28
id0018949;Conservador;Agressivo;35.9;
id0018958;Conservador;Moderado;37.65;52.58
id0018959;Conservador;Conservador;59.21;62.92
id0018977;Conservador;Agressivo;40.43;
id0018991;Conservador;Conservador;51.02;
id0018996;Conservador;Moderado;58.11;61.48
id0019060;Conservador;Moderado;40.02;61.1
id0019064;Conservador;Conservador;84.28;
id0019083;Conservador;Conservador;60.27;
id0019095;Conservador;Conservador;70.88;46.81
id0019105;Conservador;Moderado;46.16;54.15
id0019115;Conservador;Moderado;35.76;34.45
id0019131;Conservador;Conservador;31.76;68.28
id0019168;Conservador;Conservador;67.54;
id0019196;Conservador;Moderado;62.59;
id0019210;Conservador;Conservador;49.04;49.87
id0019247;Conservador;Agressivo;55.77;60.13
id0019261;Conservador;Moderado;57.44;37.84
id0019287;Conservador;Agressivo;48.24;
id0019328;Conservador;Agressivo;33.0;
id0019331;Conservador;Moderado;65.18;
id0019364;Conservador;Moderado;46.34;33.58
id0019401;Conservador;Conservador;40.7;38.87
id0019408;Conservador;Agressivo;26.11;57.4
id0019445;Conservador;Conservador;29.05;
id0019446;Conservador;Conservador;38.82;
id0019449;Conservador;Conservador;52.97;
id0019466;Conservador;Moderado;61.55;33.25
id0019468;Conservador;Conservador;53.42;41.64
id0019475;Conservador;Conservador;21.11;36.39
id0019520;Conservador;Moderado;57.31;45.95
id0019528;Conservador;Moderado;57.92;49.41
id0019561;Conservador;Agressivo;67.06;49.0
id0019566;Conservador;Conservador;65.35;48.88
id0019580;Conservador;Agressivo;37.96;
id0019583;Conservador;Conservador;50.03;
id0019611;Conservador;Conservador;66.43;55.14
id0019632;Conservador;Conservador;40.84;
id0019650;Conservador;Agressivo;64.07;67.19
id0019665;Conservador;Conservador;43.81;50.91
id0019691;Conservador;Agressivo;45.34;
id0019695;Conservador;Conservador;37.99;
id0019717;Conservador;Conservador;43.97;
id0019728;Conservador;Conservador;36.71;
id0019772;Conservador;Agressivo;58.25;
id0019774;Conservador;Conservador;59.88;
id0019843;Conservador;Moderado;35.21;33.05
id0019924;Conservador;Moderado;18.22;42.47
id0019935;Conservador;Conservador;26.28;
id0019963;Conservador;Agressivo;57.5;
id0019985;Conservador;Moderado;37.18;
id0019991;Conservador;Conservador;46.91;53.46
id0020013;Conservador;Agressivo;35.67;56.91
id0020030;Conservador;Moderado;39.1;41.38
id0020075;Conservador;Conservador;38.13;
id0020177;Conservador;Moderado;41.55;
id0020196;Conservador;Moderado;48.47;43.14
id0020197;Conservador;Agressivo;54.23;
id0020206;Conservador;Conservador;57.82;30.65
id0020229;Conservador;Agressivo;58.29;52.11
id0020256;Conservador;Conservador;66.33;
id0020294;Conservador;Moderado;59.7;
id0020355;Conservador;Agressivo;55.51;53.38
id0020388;Conservador;Agressivo;55.74;
id0020445;Conservador;Conservador;61.79;
id0020462;Conservador;Conservador;63.39;
id0020503;Conservador;Conservador;65.04;
id0020514;Conservador;Moderado;53.09;
id0020521;Conservador;Agressivo;59.01;
id0020535;Conservador;Conservador;45.25;
id0020549;Conservador;Agressivo;69.23;57.19
id0020595;Conservador;Conservador;63.28;
id0020611;Conservador;Conservador;58.57;66.43
id0020617;Conservador;Conservador;65.25;
id0020682;Conservador;Agressivo;68.57;43.5
id0020731;Conservador;Moderado;49.78;
id0020763;Conservador;Agressivo;50.92;46.72
id0020861;Conservador;Moderado;57.13;55.97
id0020934;Conservador;Conservador;59.68;56.34
id0021139;Conservador;Agressivo;56.06;18.86
id0021173;Conservador;Agressivo;75.04;72.26
id0021178;Conservador;Conservador;23.53;53.14
id0021239;Conservador;Conservador;39.37;
id0021269;Conservador;Conservador;48.36;
id0021294;Conservador;Agressivo;51.32;61.29
id0021295;Conservador;Conservador;41.61;33.53
id0021317;Conservador;Agressivo;48.34;67.78
id0021319;Conservador;Conservador;63.63;
id0021355;Conservador;Conservador;42.46;
id0021361;Conservador;Conservador;29.51;25.3
id0021478;Conservador;Conservador;43.51;
id0021482;Conservador;Agressivo;45.48;38.08
id0021503;Conservador;Conservador;53.04;47.16
id0021513;Conservador;Conservador;32.5;
id0021520;Conservador;Conservador;52.29;
id0021549;Conservador;Agressivo;60.94;
id0021562;Conservador;Conservador;30.45;
id0021563;Conservador;Conservador;47.48;47.34
id0021574;Conservador;Agressivo;64.75;37.85
id0021587;Conservador;Conservador;43.58;
id0021616;Conservador;Conservador;28.34;
id0021619;Conservador;Conservador;42.43;
id0021623;Conservador;Moderado;80.2;50.31
id0021649;Conservador;Agressivo;39.19;35.36
id0021657;Conservador;Conservador;20.48;
id0021667;Conservador;Moderado;28.34;56.92
id0021672;Conservador;Conservador;24.84;
id0021681;Conservador;Agressivo;49.38;
id0021687;Conservador;Agressivo;53.52;67.49
id0021708;Conservador;Agressivo;47.36;34.3
id0021761;Conservador;Conservador;64.48;
id0021790;Conservador;Agressivo;64.23;59.77
id0021861;Conservador;Conservador;46.77;64.06
id0021917;Conservador;Agressivo;48.97;37.94
id0021934;Conservador;Conservador;51.49;47.75
id0021998;Conservador;Agressivo;59.02;51.36
id0022035;Conservador;Conservador;59.66;
id0022062;Conservador;Moderado;43.44;
id0022146;Conservador;Conservador;90.54;
id0022157;Conservador;Conservador;59.18;
id0022178;Conservador;Moderado;52.54;
id0022203;Conservador;Agressivo;54.51;44.43
id0022215;Conservador;Moderado;48.1;71.57
id0022238;Conservador;Agressivo;22.54;
id0022262;Conservador;Moderado;45.31;63.07
id0022274;Conservador;Conservador;55.96;
id0022277;Conservador;Conservador;46.98;
id0022317;Conservador;Conservador;54.39;
id0022373;Conservador;Conservador;66.91;
id0022384;Conservador;Conservador;32.94;
id0022415;Conservador;Agressivo;58.23;
id0022448;Conservador;Conservador;37.37;
id0022455;Conservador;Conservador;39.61;
id0022478;Conservador;Moderado;67.97;
id0022499;Conservador;Conservador;51.19;
id0022541;Conservador;Conservador;51.08;
id0022555;Conservador;Conservador;48.93;10.45
id0022562;Conservador;Conservador;53.78;
id0022583;Conservador;Conservador;19.64;35.54
id0022589;Conservador;Moderado;51.35;39.03
id0022617;Conservador;Conservador;63.04;
id0022635;Conservador;Conservador;43.31;
id0022636;Conservador;Agressivo;58.64;
id0022640;Conservador;Moderado;30.86;51.18
id0022647;Conservador;Moderado;66.35;71.14
id0022717;Conservador;Moderado;67.22;61.79
id0022746;Conservador;Conservador;33.33;56.09
id0022769;Conservador;Moderado;26.84;35.59
id0022819;Conservador;Conservador;20.14;39.97
id0022820;Conservador;Moderado;35.87;
id0022873;Conservador;Conservador;37.72;
id0022881;Conservador;Conservador;35.94;62.92
id0022901;Conservador;Moderado;63.29;
id0022911;Conservador;Agressivo;58.81;58.95
id0022952;Conservador;Conservador;50.42;
id0022963;Conservador;Moderado;49.83;51.1
id0022973;Conservador;Moderado;36.32;
id0022983;Conservador;Agressivo;47.92;55.31
id0023043;Conservador;Conservador;71.85;
id0023072;Conservador;Agressivo;44.58;
id0023073;Conservador;Conservador;53.38;
id0023093;Conservador;Moderado;53.69;
id0023117;Conservador;Conservador;40.24;
id0023141;Conservador;Moderado;68.06;45.56
id0023145;Conservador;Conservador;44.95;
id0023161;Conservador;Conservador;59.85;42.26
id0023162;Conservador;Conservador;64.57;
id0023179;Conservador;Conservador;57.47;39.02
id0023202;Conservador;Agressivo;47.95;
id0023220;Conservador;Moderado;80.96;
id0023241;Conservador;Agressivo;41.16;47.67
id0023267;Conservador;Conservador;69.37;59.86
id0023302;Conservador;Conservador;57.09;
id0023316;Conservador;Conservador;13.69;74.34
id0023319;Conservador;Conservador;40.01;58.02
id0023320;Conservador;Agressivo;40.27;24.92
id0023346;Conservador;Agressivo;61.34;26.34
id0023372;Conservador;Conservador;59.01;
id0023398;Conservador;Agressivo;39.68;62.39
id0023429;Conservador;Conservador;60.01;64.73
id0023432;Conservador;Moderado;45.24;
id0023464;Conservador;Agressivo;36.92;58.11
id0023502;Conservador;Conservador;35.45;
id0023508;Conservador;Conservador;65.51;50.6
id0023519;Conservador;Moderado;24.58;45.41
id0023565;Conservador;Conservador;49.5;46.63
id0023566;Conservador;Agressivo;41.68;
id0023622;Conservador;Moderado;40.02;
id0023623;Conservador;Conservador;39.97;
id0023686;Conservador;Moderado;56.28;44.58
id0023721;Conservador;Agressivo;56.24;
id0023733;Conservador;Conservador;40.39;52.16
id0023806;Conservador;Moderado;27.04;52.94
id0023837;Conservador;Conservador;46.25;51.56
id0023898;Conservador;Conservador;73.91;49.32
id0023906;Conservador;Moderado;41.55;58.44
id0023912;Conservador;Moderado;62.97;
id0023967;Conservador;Moderado;76.73;
id0024031;Conservador;Conservador;44.95;
id0024052;Conservador;Conservador;68.0;
id0024074;Conservador;Agressivo;58.39;51.07
id0024141;Conservador;Conservador;62.12;47.11
id0024165;Conservador;Agressivo;39.26;36.95
id0024182;Conservador;Moderado;72.25;56.63
id0024191;Conservador;Conservador;43.81;
id0024194;Conservador;Conservador;45.36;59.84
id0024225;Conservador;Conservador;54.69;
id0024266;Conservador;Moderado;19.82;40.4
id0024269;Conservador;Conservador;52.43;45.87
id0024335;Conservador;Moderado;33.49;42.88
id0024362;Conservador;Moderado;57.39;44.78
id0024379;Conservador;Moderado;35.73;66.5
id0024385;Conservador;Conservador;40.59;
id0024485;Conservador;Agressivo;72.82;66.12
id0024505;Conservador;Agressivo;32.2;
id0024508;Conservador;Agressivo;49.25;42.97
id0024519;Conservador;Moderado;74.73;
id0024530;Conservador;Conservador;61.73;
id0024560;Conservador;Conservador;43.78;
id0024606;Conservador;Conservador;61.1;
id0024617;Conservador;Moderado;72.36;16.74
id0024630;Conservador;Agressivo;35.93;64.21
id0024698;Conservador;Moderado;45.8;
id0024739;Conservador;Conservador;56.38;
id0024742;Conservador;Moderado;41.09;52.98
id0024757;Conservador;Conservador;48.18;
id0024772;Conservador;Moderado;55.14;
id0024824;Conservador;Conservador;21.26;
id0024830;Conservador;Conservador;39.08;43.0
id0024846;Conservador;Moderado;35.35;46.3
id0024865;Conservador;Conservador;60.63;48.37
id0024901;Conservador;Agressivo;55.77;
id0024904;Conservador;Conservador;44.19;
id0024911;Conservador;Agressivo;35.84;27.81
id0024927;Conservador;Agressivo;41.7;53.78
id0024940;Conservador;Agressivo;36.72;54.66
id0024968;Conservador;Conservador;46.68;
id0024975;Conservador;Agressivo;46.16;33.31
id0024981;Conservador;Conservador;35.14;40.58
id0025032;Conservador;Conservador;37.57;
id0025081;Conservador;Conservador;42.0;
id0025093;Conservador;Conservador;25.09;
id0025105;Conservador;Conservador;52.48;
id0025132;Conservador;Agressivo;48.48;68.81
id0025197;Conservador;Conservador;43.44;
id0025204;Conservador;Conservador;44.49;
id0025213;Conservador;Agressivo;36.46;34.46
id0025230;Conservador;Agressivo;48.0;43.21
id0025241;Conservador;Agressivo;67.75;
id0025242;Conservador;Moderado;41.64;61.13
id0025269;Conservador;Conservador;57.4;
id0025419;Conservador;Conservador;64.89;
id0025428;Conservador;Agressivo;21.1;33.2
id0025462;Conservador;Conservador;60.58;
id0025488;Conservador;Conservador;35.2;
id0025489;Conservador;Moderado;51.31;
id0025509;Conservador;Conservador;54.25;20.75
id0025544;Conservador;Conservador;33.99;
id0025657;Conservador;Conservador;49.19;
id0025662;Conservador;Agressivo;57.06;
id0025665;Conservador;Agressivo;65.91;63.55
id0025678;Conservador;Conservador;47.92;
id0025711;Conservador;Conservador;44.79;
id0025763;Conservador;Agressivo;51.89;
id0025817;Conservador;Conservador;35.66;52.42
id0025857;Conservador;Agressivo;53.65;39.01
id0025860;Conservador;Moderado;32.64;58.67
id0025864;Conservador;Conservador;45.51;
id0025876;Conservador;Conservador;24.9;
id0025910;Conservador;Agressivo;49.31;
id0025931;Conservador;Moderado;33.26;65.91
id0025965;Conservador;Agressivo;47.3;
id0025974;Conservador;Conservador;63.58;
id0026027;Conservador;Moderado;46.25;49.79
id0026077;Conservador;Conservador;53.31;38.01
id0026106;Conservador;Moderado;66.14;56.73
id0026182;Conservador;Moderado;65.22;56.93
id0026187;Conservador;Agressivo;69.67;
id0026199;Conservador;Agressivo;49.92;46.68
id0026212;Conservador;Conservador;75.97;35.13
id0026217;Conservador;Conservador;55.54;54.13
id0026239;Conservador;Conservador;54.7;74.57
id0026250;Conservador;Moderado;59.72;75.18
id0026252;Conservador;Agressivo;53.81;
id0026295;Conservador;Moderado;72.51;
id0026427;Conservador;Moderado;64.68;73.08
id0026428;Conservador;Moderado;41.13;66.31
id0026485;Conservador;Conservador;50.26;
id0026487;Conservador;Conservador;55.24;
id0026506;Conservador;Conservador;38.84;
id0026515;Conservador;Conservador;54.83;
id0026523;Conservador;Conservador;29.23;
id0026532;Conservador;Agressivo;49.34;59.85
id0026534;Conservador;Agressivo;39.62;46.54
id0026589;Conservador;Conservador;52.24;
id0026613;Conservador;Agressivo;65.86;56.88
id0026616;Conservador;Agressivo;39.68;
id0026635;Conservador;Conservador;69.71;
id0026637;Conservador;Conservador;51.47;
id0026665;Conservador;Agressivo;70.91;50.34
id0026672;Conservador;Moderado;69.74;
id0026677;Conservador;Moderado;47.04;46.43
id0026696;Conservador;Moderado;38.5;36.32
id0026731;Conservador;Conservador;36.26;43.41
id0026750;Conservador;Conservador;72.66;
id0026752;Conservador;Conservador;59.15;
id0026758;Conservador;Conservador;67.4;
id0026789;Conservador;Conservador;37.04;
id0026796;Conservador;Moderado;57.72;
id0026880;Conservador;Conservador;44.74;
id0026884;Conservador;Conservador;48.51;68.49
id0026911;Conservador;Conservador;42.58;
id0026922;Conservador;Agressivo;49.37;61.47
id0026972;Conservador;Agressivo;46.45;58.65
id0026996;Conservador;Moderado;52.92;51.88
id0027000;Conservador;Agressivo;42.55;50.62
id0027043;Conservador;Conservador;37.2;
id0027112;Conservador;Agressivo;60.92;20.04
id0027123;Conservador;Conservador;40.61;
id0027144;Conservador;Conservador;40.32;39.23
id0027153;Conservador;Moderado;67.71;
id0027171;Conservador;Agressivo;50.24;39.38
id0027172;Conservador;Moderado;41.83;48.86
id0027223;Conservador;Conservador;55.35;50.36
id0027243;Conservador;Conservador;63.83;83.28
id0027260;Conservador;Moderado;66.44;58.75
id0027269;Conservador;Moderado;55.91;67.62
id0027319;Conservador;Moderado;54.97;36.05
id0027376;Conservador;Conservador;40.73;
id0027400;Conservador;Agressivo;22.48;
id0027428;Conservador;Conservador;57.74;
id0027438;Conservador;Agressivo;42.8;
id0027452;Conservador;Agressivo;48.38;48.74
id0027459;Conservador;Moderado;40.82;37.26
id0027469;Conservador;Moderado;74.76;47.48
id0027535;Conservador;Moderado;42.23;58.3
id0027561;Conservador;Conservador;66.15;
id0027566;Conservador;Agressivo;31.17;67.43
id0027572;Conservador;Agressivo;42.8;
id0027573;Conservador;Conservador;56.15;
id0027583;Conservador;Conservador;75.25;
id0027603;Conservador;Agressivo;49.15;
id0027606;Conservador;Conservador;54.06;
id0027629;Conservador;Agressivo;59.51;85.38
id0027633;Conservador;Moderado;40.76;33.41
id0027640;Conservador;Conservador;51.3;
id0027664;Conservador;Conservador;32.92;34.11
id0027667;Conservador;Conservador;60.15;39.17
id0027691;Conservador;Conservador;34.71;
id0027717;Conservador;Agressivo;69.69;41.57
id0027747;Conservador;Agressivo;62.83;
id0027748;Conservador;Moderado;58.51;41.26
id0027751;Conservador;Moderado;43.26;52.76
id0027782;Conservador;Moderado;53.18;32.28
id0027787;Conservador;Agressivo;68.33;70.31
id0027809;Conservador;Moderado;72.54;
id0027857;Conservador;Conservador;38.19;
id0027864;Conservador;Agressivo;54.02;
id0027928;Conservador;Moderado;75.61;54.25
id0027994;Conservador;Moderado;35.4;55.84
id0028080;Conservador;Conservador;37.57;72.64
id0028095;Conservador;Conservador;46.08;
id0028135;Conservador;Moderado;41.97;81.73
id0028154;Conservador;Conservador;61.96;
id0028159;Conservador;Conservador;72.34;26.47
id0028161;Conservador;Conservador;52.97;
id0028212;Conservador;Moderado;44.15;60.56
id0028223;Conservador;Conservador;33.51;
id0028259;Conservador;Conservador;66.5;52.3
id0028425;Conservador;Moderado;63.59;38.44
id0028435;Conservador;Conservador;71.41;
id0028473;Conservador;Conservador;56.86;
id0028497;Conservador;Moderado;53.23;34.19
id0028517;Conservador;Moderado;75.85;60.16
id0028525;Conservador;Conservador;23.74;38.36
id0028581;Conservador;Conservador;61.43;
id0028604;Conservador;Conservador;42.72;
id0028620;Conservador;Moderado;42.27;30.64
id0028693;Conservador;Agressivo;49.91;42.51
id0028712;Conservador;Agressivo;72.61;16.4
id0028754;Conservador;Conservador;51.1;53.51
id0028757;Conservador;Conservador;53.61;21.5
id0028787;Conservador;Conservador;30.65;
id0028817;Conservador;Conservador;61.98;
id0028818;Conservador;Conservador;50.81;
id0028832;Conservador;Agressivo;44.07;50.93
id0028849;Conservador;Moderado;47.8;68.5
id0028864;Conservador;Conservador;60.55;
id0028922;Conservador;Agressivo;55.69;21.8
id0028963;Conservador;Moderado;29.33;62.62
id0028974;Conservador;Moderado;66.34;
id0028981;Conservador;Conservador;61.86;
id0029011;Conservador;Agressivo;37.81;
id0029024;Conservador;Agressivo;45.88;52.6
id0029065;Conservador;Conservador;50.08;48.72
id0029085;Conservador;Conservador;51.4;53.41
id0029103;Conservador;Conservador;54.6;
id0029117;Conservador;Moderado;47.64;50.72
id0029138;Conservador;Conservador;57.97;76.68
id0029146;Conservador;Agressivo;47.86;
id0029154;Conservador;Conservador;48.97;53.23
id0029192;Conservador;Conservador;44.16;56.56
id0029203;Conservador;Agressivo;50.28;60.51
id0029210;Conservador;Conservador;55.6;
id0029245;Conservador;Conservador;80.59;56.86
id0029262;Conservador;Conservador;63.18;
id0029269;Conservador;Conservador;47.32;
id0029287;Conservador;Agressivo;53.95;64.27
id0029312;Conservador;Moderado;49.51;
id0029346;Conservador;Conservador;45.72;
id0029360;Conservador;Conservador;45.92;
id0029464;Conservador;Agressivo;25.41;
id0029523;Conservador;Agressivo;25.94;54.11
id0029561;Conservador;Agressivo;42.6;49.23
id0029658;Conservador;Conservador;73.46;
id0029729;Conservador;Conservador;34.1;51.63
id0029750;Conservador;Conservador;32.33;
id0029774;Conservador;Conservador;56.09;44.94
id0029786;Conservador;Conservador;45.86;
id0029788;Conservador;Conservador;26.85;
id0029798;Conservador;Moderado;76.11;48.91
id0029809;Conservador;Moderado;46.93;
id0029812;Conservador;Moderado;63.97;49.2
id0029816;Conservador;Conservador;35.12;
id0029847;Conservador;Agressivo;59.19;49.44
id0029857;Conservador;Agressivo;23.75;
id0029899;Conservador;Moderado;53.9;
id0029967;Conservador;Conservador;47.68;
id0030039;Conservador;Conservador;46.07;
id0030046;Conservador;Conservador;52.84;
id0030086;Conservador;Conservador;35.51;
id0030119;Conservador;Moderado;53.19;35.77
id0030125;Conservador;Conservador;66.6;57.55
id0030136;Conservador;Conservador;70.22;53.35
id0030142;Conservador;Moderado;58.38;25.89
id0030171;Conservador;Conservador;44.55;38.79
id0030307;Conservador;Conservador;32.82;
id0030327;Conservador;Moderado;51.65;47.98
id0030386;Conservador;Conservador;50.59;
id0030425;Conservador;Moderado;17.1;53.54
id0030446;Conservador;Moderado;41.43;60.11
id0030453;Conservador;Moderado;40.63;41.85
id0030457;Conservador;Conservador;20.84;
id0030498;Conservador;Agressivo;42.86;41.08
id0030507;Conservador;Agressivo;49.86;53.94
id0030548;Conservador;Moderado;53.15;
id0030694;Conservador;Agressivo;60.01;
id0030708;Conservador;Moderado;37.29;35.41
id0030735;Conservador;Agressivo;42.55;55.05
id0030750;Conservador;Conservador;34.12;
id0030841;Conservador;Conservador;63.67;
id0030867;Conservador;Agressivo;58.23;27.03
id0030900;Conservador;Agressivo;87.81;48.33
id0030903;Conservador;Conservador;45.74;43.32
id0030908;Conservador;Conservador;29.88;
id0030920;Conservador;Conservador;62.44;
id0030922;Conservador;Agressivo;55.32;
id0030924;Conservador;Conservador;53.92;53.46
id0030970;Conservador;Moderado;42.19;
id0030995;Conservador;Conservador;44.77;
id0031002;Conservador;Moderado;54.83;
id0031016;Conservador;Agressivo;53.88;66.33
id0031027;Conservador;Moderado;29.33;55.58
id0031061;Conservador;Conservador;52.04;49.08
id0031094;Conservador;Moderado;49.14;32.31
id0031103;Conservador;Agressivo;42.67;
id0031131;Conservador;Agressivo;45.0;
id0031135;Conservador;Conservador;47.11;60.45
id0031144;Conservador;Moderado;22.17;
id0031147;Conservador;Moderado;57.88;57.3
id0031208;Conservador;Moderado;56.93;50.96
id0031226;Conservador;Agressivo;63.28;66.27
id0031243;Conservador;Conservador;63.7;52.56
id0031262;Conservador;Conservador;65.71;
id0031263;Conservador;Moderado;64.42;56.69
id0031276;Conservador;Agressivo;54.09;41.97
id0031279;Conservador;Conservador;23.23;
id0031293;Conservador;Conservador;50.69;
id0031318;Conservador;Agressivo;26.94;46.5
id0031383;Conservador;Agressivo;74.52;33.39
id0031424;Conservador;Moderado;60.89;
id0031441;Conservador;Moderado;39.67;
id0031472;Conservador;Conservador;31.01;
