id;dfPerfil;knnPerfil;avg_Nota1;avg_Nota2
id0015107;Moderado;Moderado;60.85;
id0015129;Moderado;Agressivo;38.62;64.45
id0015134;Moderado;Conservador;30.18;37.92
id0015150;Moderado;Moderado;44.94;53.48
id0015167;Moderado;Agressivo;39.09;27.73
id0015169;Moderado;Conservador;36.61;
id0015173;Moderado;Conservador;43.47;60.23
id0015208;Moderado;Agressivo;46.05;
id0015225;Moderado;Moderado;17.35;39.55
id0015280;Moderado;Agressivo;50.01;
id0015326;Moderado;Conservador;54.5;
id0015437;Moderado;Agressivo;29.95;60.15
id0015460;Moderado;Agressivo;24.37;41.93
id0015461;Moderado;Moderado;54.38;
id0015496;Moderado;Moderado;70.98;56.37
id0015499;Moderado;Conservador;51.52;
id0015532;Moderado;Conservador;70.39;61.6
id0015541;Moderado;Conservador;31.33;56.8
id0015590;Moderado;Moderado;46.13;34.68
id0015596;Moderado;Moderado;67.09;58.26
id0015640;Moderado;Moderado;34.63;32.74
id0015649;Moderado;Moderado;37.39;
id0015679;Moderado;Moderado;53.04;53.04
id0015713;Moderado;Moderado;56.77;
id0015719;Moderado;Moderado;43.15;
id0015731;Moderado;Moderado;68.35;
id0015802;Moderado;Agressivo;53.26;59.3
id0015803;Moderado;Conservador;64.92;75.85
id0015819;Moderado;Conservador;17.52;
id0015829;Moderado;Agressivo;27.8;
id0015869;Moderado;Moderado;61.55;49.57
id0015883;Moderado;Moderado;35.61;60.14
id0015920;Moderado;Agressivo;46.07;52.06
id0015926;Moderado;Agressivo;50.93;38.01
id0015950;Moderado;Moderado;17.1;
id0015958;Moderado;Moderado;55.03;51.12
id0015995;Moderado;Moderado;41.1;
id0016001;Moderado;Conservador;52.78;70.94
id0016020;Moderado;Conservador;65.87;
id0016043;Moderado;Conservador;42.3;64.92
id0016049;Moderado;Moderado;57.09;
id0016090;Moderado;Agressivo;45.53;
id0016120;Moderado;Moderado;57.72;
id0016146;Moderado;Agressivo;60.72;40.33
id0016152;Moderado;Agressivo;40.96;
id0016155;Moderado;Moderado;53.83;
id0016213;Moderado;Moderado;42.23;
id0016217;Moderado;Agressivo;35.32;
id0016222;Moderado;Agressivo;45.36;53.12
id0016248;Moderado;Moderado;29.74;
id0016263;Moderado;Moderado;42.01;74.6
id0016271;Moderado;Moderado;61.53;
id0016286;Moderado;Agressivo;50.93;64.63
id0016299;Moderado;Conservador;65.47;37.53
id0016312;Moderado;Moderado;68.17;
id0016337;Moderado;Agressivo;33.12;52.34
id0016365;Moderado;Moderado;46.33;55.86
id0016379;Moderado;Moderado;64.3;
id0016403;Moderado;Agressivo;59.55;51.8
id0016426;Moderado;Moderado;43.13;
id0016432;Moderado;Conservador;60.0;
id0016441;Moderado;Moderado;62.05;
id0016450;Moderado;Conservador;39.04;
id0016487;Moderado;Conservador;16.5;
id0016510;Moderado;Moderado;57.27;
id0016518;Moderado;Agressivo;37.39;57.15
id0016532;Moderado;Agressivo;45.09;
id0016563;Moderado;Conservador;30.96;
id0016570;Moderado;Moderado;59.15;
id0016580;Moderado;Agressivo;47.09;20.03
id0016649;Moderado;Moderado;47.29;
id0016667;Moderado;Moderado;42.89;
id0016707;Moderado;Moderado;69.36;
id0016711;Moderado;Agressivo;51.75;
id0016715;Moderado;Conservador;49.32;
id0016761;Moderado;Conservador;40.22;
id0016764;Moderado;Conservador;41.16;76.9
id0016771;Moderado;Agressivo;44.55;65.53
id0016772;Moderado;Moderado;54.7;
id0016811;Moderado;Moderado;50.13;
id0016829;Moderado;Agressivo;33.82;52.86
id0016879;Moderado;Conservador;67.19;29.11
id0016892;Moderado;Moderado;33.71;
id0016908;Moderado;Agressivo;81.79;
id0016918;Moderado;Agressivo;53.44;
id0016941;Moderado;Moderado;45.82;
id0016962;Moderado;Agressivo;51.31;59.34
id0016977;Moderado;Moderado;42.87;65.86
id0017028;Moderado;Conservador;50.71;53.33
id0017059;Moderado;Moderado;55.91;
id0017096;Moderado;Moderado;40.69;58.08
id0017124;Moderado;Conservador;47.62;40.07
id0017149;Moderado;Conservador;56.44;
id0017184;Moderado;Moderado;48.97;
id0017205;Moderado;Agressivo;44.01;
id0017208;Moderado;Moderado;33.17;51.8
id0017290;Moderado;Agressivo;56.72;45.8
id0017293;Moderado;Moderado;40.86;
id0017345;Moderado;Agressivo;57.68;36.51
id0017382;Moderado;Moderado;51.88;
id0017438;Moderado;Moderado;47.37;
id0017463;Moderado;Agressivo;45.64;27.3
id0017470;Moderado;Moderado;61.33;40.06
id0017478;Moderado;Moderado;42.2;
id0017487;Moderado;Moderado;68.53;
id0017531;Moderado;Conservador;50.0;59.71
id0017534;Moderado;Moderado;63.46;52.81
id0017607;Moderado;Moderado;38.62;
id0017625;Moderado;Conservador;51.03;
id0017626;Moderado;Agressivo;33.67;38.29
id0017641;Moderado;Moderado;25.83;58.71
id0017642;Moderado;Moderado;66.92;64.25
id0017650;Moderado;Conservador;34.58;42.99
id0017652;Moderado;Moderado;42.51;58.29
id0017718;Moderado;Moderado;27.89;62.6
id0017719;Moderado;Agressivo;55.26;
id0017772;Moderado;Conservador;55.55;
id0017828;Moderado;Moderado;55.78;
id0017849;Moderado;Agressivo;48.32;
id0017858;Moderado;Moderado;54.75;
id0017873;Moderado;Conservador;56.58;65.8
id0017881;Moderado;Moderado;56.1;
id0017916;Moderado;Moderado;35.49;
id0017930;Moderado;Agressivo;60.75;
id0017968;Moderado;Agressivo;60.52;54.53
id0017988;Moderado;Agressivo;68.54;42.6
id0018012;Moderado;Conservador;71.79;
id0018064;Moderado;Agressivo;29.83;54.66
id0018081;Moderado;Moderado;47.62;41.8
id0018101;Moderado;Moderado;62.5;
id0018154;Moderado;Moderado;64.0;
id0018162;Moderado;Agressivo;54.45;36.32
id0018167;Moderado;Conservador;29.0;55.58
id0018179;Moderado;Moderado;68.44;64.27
id0018240;Moderado;Moderado;55.84;
id0018242;Moderado;Conservador;66.36;50.95
id0018250;Moderado;Moderado;47.39;45.08
id0018270;Moderado;Agressivo;66.83;
id0018273;Moderado;Agressivo;51.84;
id0018276;Moderado;Agressivo;57.9;60.18
id0018292;Moderado;Agressivo;68.94;47.67
id0018326;Moderado;Moderado;38.48;
id0018470;Moderado;Agressivo;61.55;
id0018473;Moderado;Moderado;73.45;
id0018481;Moderado;Conservador;61.94;40.44
id0018495;Moderado;Moderado;43.73;46.2
id0018507;Moderado;Conservador;57.7;34.98
id0018521;Moderado;Moderado;50.75;
id0018541;Moderado;Moderado;50.71;27.73
id0018576;Moderado;Conservador;50.86;31.7
id0018598;Moderado;Moderado;43.88;48.28
id0018601;Moderado;Conservador;21.46;42.03
id0018623;Moderado;Conservador;19.09;
id0018626;Moderado;Agressivo;40.31;61.97
id0018634;Moderado;Conservador;65.69;57.08
id0018688;Moderado;Agressivo;66.29;
id0018719;Moderado;Moderado;49.26;
id0018762;Moderado;Conservador;52.26;74.89
id0018779;Moderado;Moderado;64.08;
id0018812;Moderado;Moderado;70.11;
id0018820;Moderado;Moderado;50.71;53.66
id0018855;Moderado;Conservador;46.01;
id0018924;Moderado;Agressivo;45.68;
id0018943;Moderado;Moderado;76.77;
id0018957;Moderado;Moderado;51.52;
id0018981;Moderado;Moderado;71.3;
id0019003;Moderado;Agressivo;35.27;53.49
id0019034;Moderado;Agressivo;56.27;51.54
id0019035;Moderado;Moderado;43.89;78.74
id0019036;Moderado;Moderado;56.61;
id0019041;Moderado;Moderado;57.93;56.27
id0019080;Moderado;Agressivo;42.11;43.34
id0019088;Moderado;Agressivo;70.07;48.92
id0019097;Moderado;Moderado;74.25;
id0019145;Moderado;Agressivo;63.38;67.3
id0019176;Moderado;Conservador;49.79;
id0019279;Moderado;Conservador;36.7;
id0019345;Moderado;Moderado;42.82;
id0019366;Moderado;Conservador;43.69;
id0019369;Moderado;Moderado;62.54;
id0019392;Moderado;Agressivo;34.97;51.24
id0019398;Moderado;Conservador;63.29;57.34
id0019482;Moderado;Moderado;56.54;
id0019512;Moderado;Conservador;39.24;
id0019522;Moderado;Conservador;55.98;51.82
id0019556;Moderado;Agressivo;43.09;68.73
id0019571;Moderado;Moderado;56.87;
id0019592;Moderado;Moderado;75.65;
id0019601;Moderado;Moderado;44.34;
id0019613;Moderado;Agressivo;65.52;52.07
id0019638;Moderado;Moderado;37.05;
id0019671;Moderado;Moderado;71.85;
id0019677;Moderado;Moderado;57.88;57.3
id0019697;Moderado;Agressivo;29.16;
id0019705;Moderado;Agressivo;59.44;74.39
id0019743;Moderado;Moderado;62.86;65.81
id0019748;Moderado;Agressivo;45.91;54.44
id0019759;Moderado;Moderado;32.88;54.33
id0019780;Moderado;Agressivo;32.64;57.29
id0019805;Moderado;Moderado;56.67;
id0019841;Moderado;Moderado;62.74;
id0019887;Moderado;Agressivo;57.67;46.68
id0019893;Moderado;Conservador;47.34;
id0019934;Moderado;Conservador;50.71;46.84
id0019954;Moderado;Moderado;60.42;
id0019964;Moderado;Agressivo;65.29;59.65
id0020001;Moderado;Conservador;52.27;
id0020016;Moderado;Moderado;55.74;
id0020083;Moderado;Agressivo;33.24;
id0020096;Moderado;Moderado;43.84;
id0020132;Moderado;Conservador;49.59;45.63
id0020169;Moderado;Moderado;39.44;27.96
id0020175;Moderado;Conservador;74.34;
id0020181;Moderado;Moderado;57.06;70.22
id0020188;Moderado;Moderado;38.97;52.32
id0020222;Moderado;Conservador;77.48;
id0020231;Moderado;Agressivo;48.3;71.99
id0020269;Moderado;Moderado;58.53;60.52
id0020349;Moderado;Moderado;52.54;
id0020356;Moderado;Moderado;38.85;
id0020361;Moderado;Agressivo;39.73;69.04
id0020432;Moderado;Moderado;54.01;42.73
id0020447;Moderado;Moderado;56.7;
id0020502;Moderado;Moderado;61.26;67.91
id0020516;Moderado;Agressivo;46.72;
id0020525;Moderado;Moderado;53.58;
id0020531;Moderado;Moderado;49.02;
id0020557;Moderado;Moderado;57.31;
id0020562;Moderado;Moderado;44.18;
id0020683;Moderado;Moderado;32.72;
id0020690;Moderado;Moderado;47.59;
id0020703;Moderado;Agressivo;71.82;
id0020741;Moderado;Conservador;64.51;
id0020750;Moderado;Agressivo;44.31;41.38
id0020751;Moderado;Conservador;52.58;58.9
id0020858;Moderado;Agressivo;70.81;39.83
id0020899;Moderado;Agressivo;55.89;65.45
id0020901;Moderado;Conservador;42.5;50.65
id0020922;Moderado;Conservador;40.08;
id0020953;Moderado;Conservador;19.27;
id0020955;Moderado;Conservador;53.76;41.13
id0020970;Moderado;Conservador;62.13;72.07
id0021025;Moderado;Moderado;50.54;
id0021028;Moderado;Moderado;42.36;
id0021036;Moderado;Conservador;48.72;46.16
id0021060;Moderado;Moderado;41.11;28.21
id0021076;Moderado;Moderado;56.43;41.99
id0021106;Moderado;Moderado;64.68;
id0021126;Moderado;Moderado;40.94;
id0021162;Moderado;Moderado;30.09;
id0021190;Moderado;Moderado;47.9;
id0021216;Moderado;Conservador;58.51;
id0021219;Moderado;Agressivo;33.44;34.3
id0021221;Moderado;Conservador;52.64;
id0021263;Moderado;Moderado;50.71;
id0021271;Moderado;Agressivo;73.88;40.05
id0021302;Moderado;Moderado;57.93;74.6
id0021318;Moderado;Moderado;50.79;
id0021346;Moderado;Moderado;55.02;47.36
id0021357;Moderado;Moderado;52.13;
id0021372;Moderado;Conservador;46.14;
id0021407;Moderado;Moderado;60.01;35.85
id0021440;Moderado;Conservador;58.05;38.65
id0021441;Moderado;Moderado;30.45;59.21
id0021507;Moderado;Agressivo;36.49;48.16
id0021527;Moderado;Conservador;52.44;34.47
id0021539;Moderado;Conservador;39.01;37.25
id0021565;Moderado;Moderado;61.54;
id0021613;Moderado;Moderado;69.72;83.54
id0021653;Moderado;Moderado;46.08;
id0021703;Moderado;Agressivo;32.83;
id0021709;Moderado;Conservador;58.53;51.18
id0021816;Moderado;Moderado;53.84;
id0021823;Moderado;Conservador;32.4;54.05
id0021833;Moderado;Agressivo;40.48;43.09
id0021855;Moderado;Moderado;70.18;49.53
id0021874;Moderado;Conservador;53.51;45.38
id0021916;Moderado;Conservador;42.49;
id0021989;Moderado;Moderado;61.37;48.79
id0022069;Moderado;Conservador;77.82;
id0022091;Moderado;Agressivo;23.08;
id0022239;Moderado;Moderado;51.4;54.53
id0022298;Moderado;Moderado;59.54;
id0022328;Moderado;Moderado;62.44;
id0022329;Moderado;Moderado;52.14;
id0022333;Moderado;Moderado;56.24;
id0022342;Moderado;Moderado;36.42;31.59
id0022403;Moderado;Agressivo;38.79;66.59
id0022407;Moderado;Agressivo;54.67;29.85
id0022445;Moderado;Moderado;36.31;
id0022485;Moderado;Agressivo;44.52;58.23
id0022497;Moderado;Agressivo;61.25;
id0022506;Moderado;Agressivo;38.8;
id0022507;Moderado;Moderado;51.03;
id0022629;Moderado;Agressivo;39.64;
id0022641;Moderado;Moderado;47.95;
id0022655;Moderado;Moderado;43.56;
id0022664;Moderado;Conservador;39.02;
id0022747;Moderado;Conservador;51.35;43.32
id0022817;Moderado;Moderado;42.06;43.26
id0022822;Moderado;Moderado;23.06;
id0022855;Moderado;Agressivo;40.16;24.84
id0022880;Moderado;Agressivo;39.02;46.46
id0022890;Moderado;Agressivo;64.9;
id0022905;Moderado;Moderado;79.03;
id0022970;Moderado;Moderado;82.35;
id0023007;Moderado;Moderado;38.25;
id0023044;Moderado;Agressivo;49.74;26.35
id0023063;Moderado;Agressivo;28.32;67.33
id0023074;Moderado;Conservador;60.73;
id0023078;Moderado;Moderado;30.73;
id0023100;Moderado;Moderado;49.22;
id0023120;Moderado;Agressivo;60.37;48.36
id0023132;Moderado;Moderado;55.66;
id0023149;Moderado;Conservador;34.53;57.67
id0023152;Moderado;Moderado;52.55;
id0023165;Moderado;Moderado;41.35;
id0023246;Moderado;Moderado;57.63;
id0023255;Moderado;Agressivo;60.62;37.91
id0023264;Moderado;Moderado;34.12;31.48
id0023266;Moderado;Agressivo;44.34;53.75
id0023314;Moderado;Moderado;56.21;
id0023367;Moderado;Agressivo;49.32;69.68
id0023447;Moderado;Conservador;58.01;
id0023506;Moderado;Moderado;43.23;
id0023599;Moderado;Agressivo;37.67;52.89
id0023640;Moderado;Moderado;48.38;55.92
id0023651;Moderado;Conservador;33.74;41.39
id0023663;Moderado;Moderado;52.47;
id0023680;Moderado;Conservador;57.1;
id0023690;Moderado;Agressivo;53.29;
id0023708;Moderado;Moderado;42.32;
id0023735;Moderado;Moderado;45.14;
id0023737;Moderado;Moderado;56.92;39.08
id0023752;Moderado;Moderado;47.4;58.04
id0023790;Moderado;Moderado;39.39;
id0023813;Moderado;Moderado;66.43;
id0023840;Moderado;Conservador;21.21;66.92
id0023846;Moderado;Moderado;59.01;
id0023855;Moderado;Moderado;37.62;
id0023866;Moderado;Moderado;38.13;51.65
id0023870;Moderado;Moderado;49.93;36.67
id0023890;Moderado;Agressivo;45.83;
id0023908;Moderado;Moderado;44.15;59.74
id0023921;Moderado;Agressivo;49.38;
id0023944;Moderado;Moderado;47.0;
id0023956;Moderado;Moderado;73.01;
id0023958;Moderado;Agressivo;68.64;66.68
id0023965;Moderado;Conservador;36.64;31.15
id0023995;Moderado;Moderado;49.75;
id0024003;Moderado;Agressivo;56.05;64.81
id0024005;Moderado;Moderado;28.22;48.81
id0024044;Moderado;Moderado;28.42;
id0024055;Moderado;Agressivo;50.78;56.22
id0024100;Moderado;Agressivo;80.94;39.03
id0024116;Moderado;Moderado;62.73;
id0024131;Moderado;Agressivo;35.39;
id0024135;Moderado;Conservador;46.63;43.64
id0024189;Moderado;Moderado;48.06;
id0024326;Moderado;Conservador;57.36;48.17
id0024391;Moderado;Conservador;44.79;
id0024398;Moderado;Agressivo;34.27;39.32
id0024400;Moderado;Agressivo;51.43;
id0024420;Moderado;Agressivo;70.49;
id0024465;Moderado;Moderado;51.27;45.77
id0024486;Moderado;Conservador;31.6;57.91
id0024493;Moderado;Moderado;58.71;
id0024506;Moderado;Conservador;47.4;41.52
id0024548;Moderado;Moderado;37.2;75.66
id0024557;Moderado;Agressivo;50.49;
id0024624;Moderado;Moderado;35.12;60.53
id0024641;Moderado;Agressivo;37.47;
id0024658;Moderado;Moderado;42.37;
id0024662;Moderado;Conservador;57.99;45.12
id0024666;Moderado;Moderado;52.38;
id0024716;Moderado;Conservador;18.07;
id0024730;Moderado;Conservador;60.05;
id0024746;Moderado;Moderado;38.47;
id0024749;Moderado;Moderado;30.1;41.24
id0024755;Moderado;Moderado;58.17;
id0024792;Moderado;Moderado;37.08;
id0024832;Moderado;Conservador;72.47;35.81
id0024835;Moderado;Conservador;65.5;
id0024868;Moderado;Conservador;29.61;57.01
id0024880;Moderado;Conservador;28.69;
id0024881;Moderado;Agressivo;54.0;
id0024932;Moderado;Conservador;50.62;53.59
id0024933;Moderado;Moderado;50.66;
id0024936;Moderado;Agressivo;39.06;29.3
id0024950;Moderado;Conservador;40.25;
id0024954;Moderado;Moderado;33.77;
id0024972;Moderado;Conservador;54.56;35.69
id0024980;Moderado;Agressivo;43.02;48.21
id0024988;Moderado;Moderado;73.96;
id0025016;Moderado;Conservador;34.62;27.36
id0025029;Moderado;Conservador;45.7;63.12
id0025039;Moderado;Moderado;40.9;55.14
id0025051;Moderado;Moderado;64.07;
id0025112;Moderado;Moderado;45.38;55.42
id0025119;Moderado;Agressivo;56.77;60.08
id0025127;Moderado;Moderado;61.68;
id0025144;Moderado;Agressivo;57.8;
id0025186;Moderado;Moderado;56.33;
id0025196;Moderado;Moderado;42.05;
id0025212;Moderado;Moderado;50.76;
id0025217;Moderado;Conservador;59.19;39.6
id0025220;Moderado;Moderado;47.47;
id0025224;Moderado;Conservador;55.01;
id0025228;Moderado;Conservador;46.34;42.08
id0025250;Moderado;Moderado;37.44;
id0025263;Moderado;Conservador;71.01;37.1
id0025274;Moderado;Conservador;57.84;66.31
id0025324;Moderado;Moderado;52.65;
id0025333;Moderado;Conservador;69.62;
id0025355;Moderado;Moderado;51.7;
id0025363;Moderado;Agressivo;43.74;65.0
id0025415;Moderado;Moderado;56.56;58.75
id0025421;Moderado;Moderado;64.12;
id0025427;Moderado;Conservador;55.31;
id0025473;Moderado;Agressivo;56.92;46.46
id0025479;Moderado;Moderado;56.61;64.86
id0025520;Moderado;Moderado;69.14;
id0025549;Moderado;Moderado;48.71;
id0025561;Moderado;Conservador;63.93;
id0025619;Moderado;Moderado;46.47;
id0025626;Moderado;Agressivo;43.98;55.89
id0025654;Moderado;Agressivo;51.25;
id0025743;Moderado;Moderado;41.12;
id0025806;Moderado;Moderado;57.45;59.56
id0025874;Moderado;Agressivo;70.55;48.41
id0025899;Moderado;Moderado;67.91;
id0025929;Moderado;Moderado;50.56;55.94
id0025933;Moderado;Moderado;67.51;41.1
id0026004;Moderado;Conservador;31.39;
id0026024;Moderado;Conservador;23.99;49.96
id0026054;Moderado;Moderado;28.28;
id0026097;Moderado;Moderado;41.21;
id0026099;Moderado;Moderado;56.55;29.79
id0026103;Moderado;Agressivo;54.8;
id0026171;Moderado;Moderado;50.7;56.51
id0026223;Moderado;Moderado;68.61;19.8
id0026249;Moderado;Conservador;39.36;44.07
id0026270;Moderado;Moderado;43.88;
id0026275;Moderado;Conservador;42.19;
id0026276;Moderado;Moderado;54.73;47.7
id0026290;Moderado;Conservador;73.56;52.31
id0026304;Moderado;Agressivo;44.1;55.53
id0026382;Moderado;Moderado;51.28;
id0026417;Moderado;Agressivo;55.52;31.54
id0026420;Moderado;Moderado;48.58;48.08
id0026433;Moderado;Conservador;53.21;
id0026448;Moderado;Conservador;72.75;
id0026463;Moderado;Moderado;51.72;
id0026550;Moderado;Conservador;73.63;37.64
id0026558;Moderado;Conservador;61.97;
id0026561;Moderado;Conservador;41.9;
id0026574;Moderado;Moderado;46.25;
id0026580;Moderado;Conservador;60.58;
id0026592;Moderado;Conservador;43.52;38.4
id0026624;Moderado;Conservador;54.12;
id0026652;Moderado;Conservador;26.54;
id0026676;Moderado;Conservador;52.96;31.65
id0026707;Moderado;Moderado;50.56;45.92
id0026737;Moderado;Conservador;59.58;
id0026744;Moderado;Moderado;66.26;
id0026753;Moderado;Moderado;59.04;
id0026783;Moderado;Moderado;61.8;37.85
id0026800;Moderado;Agressivo;52.14;
id0026849;Moderado;Moderado;68.25;
id0026891;Moderado;Agressivo;71.14;42.64
id0026902;Moderado;Moderado;45.48;
id0026919;Moderado;Moderado;63.34;
id0026921;Moderado;Moderado;44.98;
id0026984;Moderado;Moderado;63.58;
id0026986;Moderado;Agressivo;56.29;60.52
id0027037;Moderado;Moderado;65.8;
id0027070;Moderado;Moderado;28.38;45.8
id0027073;Moderado;Conservador;50.55;
id0027075;Moderado;Agressivo;45.15;64.35
id0027083;Moderado;Moderado;64.77;
id0027097;Moderado;Moderado;58.06;65.93
id0027129;Moderado;Conservador;49.15;49.25
id0027168;Moderado;Moderado;68.92;
id0027207;Moderado;Conservador;45.02;
id0027246;Moderado;Agressivo;20.9;31.12
id0027250;Moderado;Agressivo;48.97;
id0027284;Moderado;Moderado;44.46;52.04
id0027292;Moderado;Agressivo;53.63;43.63
id0027301;Moderado;Agressivo;25.97;48.96
id0027310;Moderado;Conservador;38.5;
id0027312;Moderado;Moderado;50.05;
id0027320;Moderado;Moderado;53.57;39.81
id0027329;Moderado;Moderado;9.17;
id0027349;Moderado;Agressivo;48.56;
id0027379;Moderado;Moderado;69.89;
id0027386;Moderado;Moderado;52.73;
id0027471;Moderado;Conservador;26.47;42.51
id0027498;Moderado;Agressivo;34.95;
id0027515;Moderado;Moderado;58.16;
id0027558;Moderado;Conservador;42.73;
id0027601;Moderado;Moderado;26.98;
id0027604;Moderado;Moderado;52.57;
id0027627;Moderado;Moderado;48.84;
id0027638;Moderado;Agressivo;59.84;
id0027651;Moderado;Moderado;65.29;
id0027660;Moderado;Agressivo;71.58;
id0027676;Moderado;Moderado;64.45;
id0027684;Moderado;Moderado;58.41;
id0027755;Moderado;Moderado;30.89;
id0027762;Moderado;Agressivo;49.63;
id0027815;Moderado;Agressivo;48.28;65.0
id0027844;Moderado;Agressivo;50.06;36.9
id0027850;Moderado;Moderado;33.74;
id0027852;Moderado;Moderado;64.89;48.03
id0027868;Moderado;Agressivo;62.83;
id0027919;Moderado;Moderado;33.91;
id0027946;Moderado;Moderado;40.65;62.37
id0027958;Moderado;Conservador;74.65;50.36
id0028003;Moderado;Moderado;49.52;
id0028004;Moderado;Agressivo;47.92;
id0028072;Moderado;Conservador;52.67;49.6
id0028076;Moderado;Conservador;51.97;47.87
id0028085;Moderado;Moderado;70.8;34.24
id0028099;Moderado;Moderado;47.21;
id0028107;Moderado;Moderado;74.16;
id0028150;Moderado;Moderado;50.19;
id0028185;Moderado;Conservador;33.35;40.52
id0028200;Moderado;Agressivo;60.55;48.81
id0028262;Moderado;Conservador;41.7;
id0028290;Moderado;Moderado;47.0;
id0028313;Moderado;Moderado;41.59;35.94
id0028324;Moderado;Conservador;46.53;
id0028328;Moderado;Agressivo;37.86;70.56
id0028341;Moderado;Moderado;47.96;
id0028373;Moderado;Agressivo;43.41;
id0028384;Moderado;Moderado;55.68;
id0028419;Moderado;Moderado;60.88;
id0028499;Moderado;Agressivo;40.94;
id0028512;Moderado;Conservador;51.9;45.91
id0028530;Moderado;Moderado;54.43;
id0028536;Moderado;Moderado;54.78;
id0028558;Moderado;Moderado;69.2;
id0028565;Moderado;Moderado;32.75;
id0028569;Moderado;Agressivo;34.57;
id0028593;Moderado;Conservador;56.1;36.08
id0028601;Moderado;Moderado;44.07;56.86
id0028611;Moderado;Moderado;57.55;
id0028624;Moderado;Agressivo;63.89;
id0028637;Moderado;Conservador;61.9;37.9
id0028641;Moderado;Moderado;49.72;63.89
id0028653;Moderado;Moderado;38.36;
id0028668;Moderado;Moderado;60.0;35.67
id0028670;Moderado;Agressivo;44.57;62.35
id0028690;Moderado;Moderado;66.76;
id0028716;Moderado;Moderado;58.73;
id0028788;Moderado;Moderado;55.09;
id0028819;Moderado;Moderado;37.3;35.04
id0028833;Moderado;Conservador;45.82;58.75
id0028853;Moderado;Agressivo;50.71;33.41
id0028858;Moderado;Moderado;51.33;
id0028865;Moderado;Moderado;43.36;
id0028894;Moderado;Conservador;52.82;
id0028907;Moderado;Moderado;71.6;49.3
id0028932;Moderado;Moderado;46.16;35.9
id0028940;Moderado;Moderado;57.49;
id0028982;Moderado;Moderado;51.59;33.68
id0029009;Moderado;Moderado;48.5;
id0029044;Moderado;Moderado;62.26;
id0029089;Moderado;Agressivo;33.37;54.97
id0029114;Moderado;Moderado;36.77;
id0029170;Moderado;Agressivo;31.62;24.84
id0029183;Moderado;Agressivo;35.0;
id0029211;Moderado;Conservador;36.66;78.87
id0029214;Moderado;Moderado;56.83;
id0029244;Moderado;Agressivo;41.89;49.69
id0029302;Moderado;Moderado;52.64;52.91
id0029308;Moderado;Moderado;40.67;26.26
id0029401;Moderado;Agressivo;64.09;53.56
id0029427;Moderado;Moderado;54.23;
id0029510;Moderado;Moderado;36.1;65.47
id0029584;Moderado;Moderado;45.33;
id0029589;Moderado;Conservador;47.88;
id0029606;Moderado;Moderado;56.45;59.62
id0029620;Moderado;Moderado;58.64;
id0029681;Moderado;Conservador;61.11;70.53
id0029689;Moderado;Conservador;54.78;
id0029699;Moderado;Agressivo;68.27;50.95
id0029732;Moderado;Agressivo;56.5;36.55
id0029744;Moderado;Conservador;84.62;
id0029787;Moderado;Conservador;53.51;
id0029800;Moderado;Moderado;51.05;
id0029835;Moderado;Agressivo;65.29;55.27
id0029855;Moderado;Conservador;58.29;54.98
id0029861;Moderado;Moderado;34.56;
id0029863;Moderado;Moderado;40.69;
id0029880;Moderado;Moderado;39.16;
id0029885;Moderado;Agressivo;50.32;52.85
id0029910;Moderado;Agressivo;43.25;53.85
id0029915;Moderado;Moderado;17.88;
id0029958;Moderado;Moderado;42.4;
id0029983;Moderado;Agressivo;52.81;33.26
id0029985;Moderado;Moderado;38.08;
id0029993;Moderado;Agressivo;64.61;
id0030006;Moderado;Moderado;33.45;
id0030019;Moderado;Moderado;49.85;
id0030052;Moderado;Moderado;53.73;63.71
id0030071;Moderado;Agressivo;65.48;37.36
id0030104;Moderado;Conservador;81.46;
id0030109;Moderado;Agressivo;40.68;
id0030129;Moderado;Agressivo;62.67;
id0030158;Moderado;Moderado;36.71;
id0030178;Moderado;Moderado;49.89;
id0030211;Moderado;Agressivo;58.15;24.39
id0030214;Moderado;Agressivo;60.39;53.86
id0030215;Moderado;Moderado;60.25;
id0030259;Moderado;Conservador;66.97;51.36
id0030265;Moderado;Conservador;49.88;
id0030287;Moderado;Moderado;74.0;
id0030297;Moderado;Moderado;60.31;
id0030337;Moderado;Agressivo;43.09;39.4
id0030378;Moderado;Agressivo;72.05;45.09
id0030406;Moderado;Moderado;57.47;58.49
id0030411;Moderado;Moderado;61.23;
id0030414;Moderado;Agressivo;47.39;39.88
id0030417;Moderado;Conservador;45.02;
id0030461;Moderado;Moderado;69.98;
id0030475;Moderado;Agressivo;52.39;36.89
id0030485;Moderado;Agressivo;61.96;
id0030536;Moderado;Agressivo;58.95;30.87
id0030537;Moderado;Agressivo;55.05;
id0030588;Moderado;Conservador;46.26;61.86
id0030590;Moderado;Conservador;47.53;46.11
id0030610;Moderado;Agressivo;59.27;
id0030634;Moderado;Conservador;52.6;
id0030656;Moderado;Moderado;44.39;81.85
id0030685;Moderado;Agressivo;54.42;
id0030692;Moderado;Moderado;55.4;
id0030698;Moderado;Conservador;45.94;
id0030724;Moderado;Moderado;70.0;
id0030739;Moderado;Moderado;66.92;
id0030749;Moderado;Moderado;54.6;
id0030757;Moderado;Moderado;51.93;
id0030808;Moderado;Moderado;36.71;
id0030817;Moderado;Moderado;28.41;
id0030850;Moderado;Conservador;55.43;
id0030859;Moderado;Moderado;10.59;
id0030904;Moderado;Moderado;51.32;
